L_id,task,status,reason,duration_sec,n_events,n_constructed,n_kept,construction_drops,n_trials_code_11,n_trials_code_22
L2903,oddball,ok,,640.0,149,149,64,0,54,10
L2904,oddball,ok,,646.0,145,145,140,0,116,24
L2905,oddball,ok,,644.0,146,146,146,0,121,25
L2925,oddball,ok,,682.0,145,145,127,0,105,22
L2937,oddball,ok,,674.0,143,143,142,0,118,24
L2939,oddball,ok,,640.0,147,147,100,0,84,16
L2949,oddball,ok,,641.0,147,147,135,0,112,23
L2955,oddball,ok,,655.0,132,132,123,0,103,20
L2962,oddball,ok,,647.0,142,142,113,0,95,18
L2970,oddball,ok,,638.0,149,149,141,0,117,24
L2977,oddball,ok,,647.0,144,144,140,0,117,23
L2983,oddball,ok,,646.0,144,144,96,0,83,13
L2997,oddball,ok,,640.0,148,148,142,0,118,24
L2998,oddball,ok,,650.0,137,137,137,0,113,24
L3022,oddball,ok,,637.0,148,148,142,0,120,22
L3023,oddball,ok,,641.0,149,149,144,0,120,24
L3026,oddball,ok,,640.0,148,148,94,0,77,17
L3029,oddball,ok,,645.0,143,143,82,0,70,12
L3055,oddball,ok,,641.0,147,147,140,0,117,23
L3059,oddball,ok,,636.0,150,150,149,0,125,24
L3062,oddball,ok,,651.0,141,141,103,0,90,13
L3065,oddball,ok,,638.0,149,149,114,0,96,18
L3078,oddball,ok,,637.0,149,149,148,0,124,24
L3081,oddball,ok,,642.0,149,149,133,0,112,21
L3083,oddball,ok,,656.0,148,148,132,0,108,24
L3084,oddball,ok,,643.0,143,143,142,0,118,24
L3088,oddball,ok,,643.0,147,147,53,0,42,11
L3111,oddball,ok,,653.0,149,149,143,0,120,23
L3114,oddball,ok,,639.0,148,148,123,0,103,20
L3130,oddball,ok,,638.0,149,149,123,0,103,20
L3131,oddball,ok,,643.0,147,147,126,0,103,23
L3148,oddball,ok,,644.0,148,148,142,0,119,23
L3151,oddball,ok,,641.0,147,147,146,0,122,24
L3152,oddball,ok,,637.0,149,149,140,0,116,24
L3160,oddball,ok,,656.0,131,131,128,0,108,20
L3161,oddball,ok,,640.0,148,148,119,0,100,19
L3164,oddball,ok,,654.0,149,149,130,0,108,22
L3177,oddball,ok,,657.0,145,145,105,0,87,18
L318,oddball,ok,,645.0,145,145,134,0,113,21
L3180,oddball,ok,,643.0,145,145,109,0,91,18
L3182,oddball,ok,,639.0,148,148,124,0,102,22
L3184,oddball,ok,,639.0,149,149,134,0,109,25
L3185,oddball,ok,,637.0,148,148,141,0,117,24
L3187,oddball,ok,,614.0,148,148,113,0,98,15
L3198,oddball,ok,,643.0,147,147,68,0,55,13
L3200,oddball,ok,,663.0,147,147,145,0,121,24
L322,oddball,ok,,636.0,149,149,148,0,123,25
L325,oddball,ok,,639.0,147,147,116,0,95,21
L339,oddball,ok,,645.0,143,143,138,0,114,24
L340,oddball,ok,,639.0,146,146,126,0,104,22
L3434,oddball,ok,,634.0,148,148,146,0,122,24
L3438,oddball,ok,,658.0,149,149,149,0,124,25
L3446,oddball,ok,,633.0,148,148,143,0,118,25
L3450,oddball,ok,,640.0,120,120,113,0,95,18
L3464,oddball,ok,,660.0,146,146,137,0,113,24
L3529,oddball,ok,,641.0,147,147,144,0,120,24
L353,oddball,ok,,659.0,147,147,129,0,108,21
L3539,oddball,ok,,640.0,150,150,143,0,119,24
L354,oddball,ok,,646.0,140,140,132,0,113,19
L3552,oddball,ok,,649.0,150,150,134,0,111,23
L3560,oddball,ok,,645.0,150,150,150,0,125,25
L3561,oddball,ok,,648.0,148,148,84,0,72,12
L3564,oddball,ok,,648.0,149,149,128,0,103,25
L357,oddball,ok,,640.0,147,147,143,0,119,24
L3579,oddball,ok,,646.0,148,148,145,0,120,25
L3585,oddball,ok,,628.0,150,150,150,0,125,25
L3586,oddball,ok,,743.0,148,148,146,0,121,25
L3597,oddball,ok,,640.0,147,147,136,0,113,23
L3604,oddball,ok,,640.0,149,149,148,0,124,24
L3606,oddball,ok,,643.0,150,150,146,0,121,25
L3607,oddball,ok,,641.0,148,148,105,0,87,18
L3610,oddball,ok,,641.0,147,147,129,0,107,22
L3622,oddball,ok,,647.0,150,150,102,0,82,20
L3650,oddball,ok,,642.0,150,150,144,0,119,25
L3651,oddball,ok,,637.0,148,148,148,0,123,25
L3670,oddball,ok,,640.0,146,146,140,0,117,23
L3676,oddball,ok,,643.0,149,149,149,0,125,24
L3683,oddball,ok,,631.0,150,150,150,0,125,25
L3687,oddball,ok,,636.0,148,148,148,0,123,25
L37,oddball,ok,,643.0,149,149,144,0,119,25
L3700,oddball,ok,,634.0,149,149,142,0,117,25
L3703,oddball,ok,,736.0,135,135,120,0,98,22
L3710,oddball,ok,,639.0,147,147,141,0,118,23
L3729,oddball,ok,,641.0,148,148,145,0,120,25
L3730,oddball,ok,,636.0,147,147,147,0,122,25
L3732,oddball,ok,,636.0,148,148,141,0,117,24
L39,oddball,ok,,642.0,147,147,138,0,117,21
L3941,oddball,ok,,642.0,148,148,145,0,120,25
L3952,oddball,ok,,656.0,147,147,147,0,124,23
L3966,oddball,ok,,641.0,147,147,139,0,117,22
L3972,oddball,ok,,650.0,147,147,131,0,111,20
L3973,oddball,ok,,645.0,150,150,143,0,120,23
L3994,oddball,ok,,663.0,147,147,146,0,122,24
L4018,oddball,ok,,639.0,148,148,140,0,117,23
L4023,oddball,ok,,634.0,150,150,145,0,122,23
L4025,oddball,ok,,672.0,146,146,74,0,60,14
L4034,oddball,ok,,640.0,150,150,126,0,106,20
L4035,oddball,ok,,645.0,148,148,110,0,93,17
L4044,oddball,ok,,644.0,148,148,148,0,124,24
L4045,oddball,ok,,652.0,144,144,102,0,81,21
L4055,oddball,ok,,639.0,146,146,145,0,121,24
L4056,oddball,ok,,645.0,149,149,129,0,108,21
L4067,oddball,ok,,636.0,150,150,132,0,109,23
L4075,oddball,ok,,637.0,148,148,147,0,123,24
L4076,oddball,ok,,636.0,148,148,109,0,93,16
L4081,oddball,ok,,649.0,150,150,130,0,108,22
L4082,oddball,ok,,725.0,149,149,137,0,114,23
L4090,oddball,ok,,652.0,132,132,107,0,89,18
L4105,oddball,ok,,641.0,150,150,109,0,93,16
L4106,oddball,ok,,651.0,150,150,149,0,124,25
L4111,oddball,ok,,642.0,144,144,141,0,116,25
L4112,oddball,ok,,637.0,149,149,65,0,56,9
L4114,oddball,ok,,638.0,150,150,125,0,101,24
L4118,oddball,ok,,638.0,149,149,149,0,124,25
L414,oddball,ok,,655.0,150,150,110,0,92,18
L4199,oddball,ok,,638.0,148,148,114,0,95,19
L4201,oddball,ok,,639.0,148,148,143,0,119,24
L4215,oddball,ok,,639.0,149,149,143,0,118,25
L4219,oddball,ok,,643.0,150,150,148,0,124,24
L4223,oddball,ok,,689.0,120,120,120,0,100,20
L4226,oddball,ok,,642.0,144,144,112,0,91,21
L4228,oddball,ok,,639.0,149,149,109,0,91,18
L4229,oddball,ok,,636.0,147,147,128,0,113,15
L4245,oddball,ok,,637.0,149,149,144,0,120,24
L4249,oddball,ok,,642.0,146,146,141,0,119,22
L4251,oddball,ok,,648.0,149,149,142,0,118,24
L4253,oddball,ok,,673.0,120,120,118,0,98,20
L4259,oddball,ok,,641.0,147,147,110,0,89,21
L428,oddball,ok,,636.0,148,148,96,0,80,16
L4288,oddball,ok,,778.0,136,136,117,0,97,20
L429,oddball,ok,,643.0,150,150,120,0,99,21
L4299,oddball,ok,,656.0,113,113,69,0,58,11
L4309,oddball,ok,,680.0,147,147,75,0,64,11
L4312,oddball,ok,,633.0,150,150,112,0,94,18
L4317,oddball,ok,,657.0,148,148,120,0,102,18
L4345,oddball,ok,,615.0,149,149,147,0,122,25
L4383,oddball,ok,,648.0,142,142,138,0,114,24
L4384,oddball,ok,,634.0,149,149,149,0,124,25
L4387,oddball,ok,,655.0,147,147,139,0,115,24
L4388,oddball,ok,,642.0,148,148,144,0,119,25
L4392,oddball,ok,,641.0,147,147,144,0,119,25
L4393,oddball,ok,,722.0,139,139,130,0,107,23
L4397,oddball,ok,,657.0,147,147,51,0,43,8
L4400,oddball,ok,,646.0,145,145,143,0,118,25
L4430,oddball,ok,,674.0,121,121,107,0,90,17
L4455,oddball,ok,,651.0,140,140,137,0,115,22
L446,oddball,ok,,641.0,149,149,132,0,109,23
L4469,oddball,ok,,667.0,126,126,124,0,104,20
L4473,oddball,ok,,652.0,148,148,141,0,116,25
L4478,oddball,ok,,652.0,139,139,133,0,110,23
L4479,oddball,ok,,661.0,143,143,143,0,119,24
L448,oddball,ok,,633.0,149,149,123,0,100,23
L4482,oddball,ok,,644.0,149,149,144,0,119,25
L4483,oddball,ok,,643.0,147,147,146,0,121,25
L4485,oddball,ok,,640.0,149,149,147,0,122,25
L4486,oddball,ok,,642.0,149,149,118,0,97,21
L4492,oddball,ok,,671.0,147,147,144,0,119,25
L4500,oddball,ok,,638.0,149,149,149,0,124,25
L4504,oddball,ok,,643.0,146,146,125,0,106,19
L4506,oddball,ok,,644.0,147,147,138,0,113,25
L4510,oddball,ok,,734.0,148,148,137,0,112,25
L4522,oddball,ok,,641.0,147,147,119,0,97,22
L4540,oddball,ok,,642.0,149,149,146,0,123,23
L4541,oddball,ok,,637.0,150,150,148,0,123,25
L4543,oddball,ok,,642.0,147,147,91,0,72,19
L455,oddball,ok,,644.0,149,149,134,0,110,24
L4550,oddball,ok,,638.0,148,148,126,0,105,21
L4551,oddball,ok,,638.0,149,149,146,0,121,25
L4555,oddball,ok,,640.0,148,148,147,0,122,25
L4576,oddball,ok,,641.0,147,147,144,0,120,24
L46,oddball,ok,,639.0,150,150,146,0,121,25
L461,oddball,ok,,680.0,149,149,149,0,125,24
L47,oddball,ok,,640.0,148,148,145,0,120,25
L487,oddball,ok,,647.0,150,150,110,0,92,18
L492,oddball,ok,,649.0,147,147,90,0,77,13
L494,oddball,ok,,638.0,149,149,141,0,118,23
L497,oddball,ok,,630.0,150,150,138,0,114,24
L504,oddball,ok,,648.0,145,145,142,0,118,24
L505,oddball,ok,,636.0,150,150,145,0,120,25
L508,oddball,ok,,631.0,150,150,97,0,82,15
L52,oddball,ok,,639.0,148,148,148,0,123,25
L523,oddball,ok,,646.0,149,149,148,0,123,25
L532,oddball,ok,,636.0,148,148,147,0,122,25
L542,oddball,ok,,657.0,147,147,131,0,108,23
L550,oddball,ok,,658.0,150,150,137,0,114,23
L555,oddball,ok,,637.0,149,149,130,0,107,23
L556,oddball,ok,,634.0,149,149,146,0,121,25
L566,oddball,ok,,644.0,146,146,143,0,120,23
L577,oddball,ok,,649.0,149,149,141,0,117,24
L596,oddball,ok,,658.0,148,148,147,0,122,25
L605,oddball,ok,,645.0,149,149,141,0,117,24
L622,oddball,ok,,637.0,150,150,150,0,125,25
L623,oddball,ok,,634.0,150,150,143,0,120,23
L630,oddball,ok,,635.0,150,150,144,0,120,24
L633,oddball,ok,,667.0,146,146,143,0,121,22
L647,oddball,ok,,637.0,150,150,150,0,125,25
L648,oddball,ok,,643.0,147,147,103,0,84,19
L650,oddball,ok,,644.0,148,148,146,0,121,25
L665,oddball,ok,,652.0,143,143,139,0,116,23
L672,oddball,ok,,640.0,148,148,127,0,106,21
L696,oddball,ok,,640.0,149,149,130,0,109,21
L717,oddball,ok,,641.0,146,146,121,0,99,22
L719,oddball,ok,,640.0,148,148,147,0,122,25
L72,oddball,ok,,645.0,147,147,135,0,112,23
L726,oddball,ok,,638.0,149,149,128,0,105,23
L729,oddball,ok,,649.0,141,141,139,0,114,25
L73,oddball,ok,,637.0,149,149,138,0,118,20
L742,oddball,ok,,637.0,147,147,124,0,100,24
L746,oddball,ok,,638.0,150,150,150,0,125,25
L762,oddball,ok,,659.0,149,149,146,0,121,25
L789,oddball,ok,,659.0,136,136,134,0,111,23
L790,oddball,ok,,643.0,145,145,139,0,116,23
L791,oddball,ok,,715.0,149,149,148,0,123,25
L794,oddball,ok,,638.0,150,150,138,0,114,24
L80,oddball,ok,,643.0,149,149,144,0,120,24
L801,oddball,ok,,638.0,150,150,141,0,117,24
L807,oddball,ok,,648.0,148,148,145,0,120,25
L819,oddball,ok,,643.0,146,146,123,0,104,19
L824,oddball,ok,,640.0,146,146,122,0,103,19
L848,oddball,ok,,654.0,150,150,144,0,119,25
L855,oddball,ok,,671.0,142,142,131,0,106,25
L863,oddball,ok,,644.0,148,148,128,0,106,22
L102,oddball,ok,,650.0,142,142,133,0,110,23
L106,oddball,ok,,645.0,145,145,143,0,120,23
L108,oddball,ok,,659.0,144,144,133,0,111,22
L112,oddball,ok,,637.0,149,149,149,0,124,25
L114,oddball,ok,,641.0,148,148,147,0,122,25
L117,oddball,ok,,636.0,150,150,148,0,123,25
L126,oddball,ok,,638.0,149,149,146,0,121,25
L129,oddball,ok,,647.0,143,143,138,0,115,23
L1353,oddball,ok,,636.0,146,146,143,0,118,25
L1363,oddball,ok,,641.0,149,149,141,0,117,24
L1381,oddball,ok,,695.0,148,148,105,0,87,18
L1385,oddball,ok,,641.0,148,148,122,0,100,22
L1391,oddball,ok,,639.0,149,149,146,0,121,25
L14,oddball,ok,,756.0,150,150,106,0,89,17
L140,oddball,ok,,640.0,150,150,121,0,98,23
L1418,oddball,ok,,639.0,149,149,138,0,115,23
L1438,oddball,ok,,656.0,148,148,145,0,122,23
L144,oddball,ok,,651.0,148,148,147,0,122,25
L1451,oddball,ok,,622.0,150,150,124,0,103,21
L1452,oddball,ok,,627.0,150,150,126,0,105,21
L1457,oddball,ok,,649.0,146,146,131,0,111,20
L146,oddball,ok,,642.0,149,149,146,0,122,24
L1461,oddball,ok,,651.0,146,146,103,0,84,19
L147,oddball,ok,,674.0,145,145,132,0,108,24
L1472,oddball,ok,,641.0,147,147,128,0,105,23
L148,oddball,ok,,636.0,139,139,131,0,106,25
L1483,oddball,ok,,639.0,147,147,143,0,119,24
L1485,oddball,ok,,641.0,144,144,132,0,109,23
L1487,oddball,ok,,643.0,147,147,138,0,115,23
L1493,oddball,ok,,645.0,143,143,136,0,113,23
L1502,oddball,ok,,639.0,150,150,121,0,100,21
L1506,oddball,ok,,636.0,150,150,145,0,122,23
L1507,oddball,ok,,632.0,150,150,149,0,124,25
L1524,oddball,ok,,630.0,150,150,143,0,119,24
L1539,oddball,ok,,634.0,149,149,87,0,75,12
L1542,oddball,ok,,634.0,150,150,149,0,124,25
L1547,oddball,ok,,631.0,150,150,116,0,99,17
L1548,oddball,ok,,672.0,150,150,145,0,120,25
L1549,oddball,ok,,602.0,128,128,88,0,74,14
L1553,oddball,ok,,641.0,150,150,139,0,116,23
L1555,oddball,ok,,712.0,150,150,140,0,115,25
L1558,oddball,ok,,640.0,150,150,131,0,111,20
L1566,oddball,ok,,634.0,149,149,140,0,116,24
L1567,oddball,ok,,635.0,150,150,141,0,117,24
L1581,oddball,ok,,635.0,148,148,122,0,102,20
L1586,oddball,ok,,633.0,150,150,148,0,124,24
L1589,oddball,ok,,628.0,150,150,148,0,123,25
L1597,oddball,ok,,641.0,150,150,117,0,97,20
L16,oddball,ok,,637.0,150,150,140,0,116,24
L1615,oddball,ok,,637.0,149,149,145,0,122,23
L1634,oddball,ok,,640.0,148,148,113,0,95,18
L1635,oddball,ok,,641.0,148,148,117,0,100,17
L1636,oddball,ok,,637.0,149,149,141,0,118,23
L1641,oddball,ok,,646.0,146,146,141,0,118,23
L1643,oddball,ok,,653.0,148,148,125,0,105,20
L1659,oddball,ok,,652.0,149,149,149,0,124,25
L1660,oddball,ok,,639.0,147,147,95,0,81,14
L1668,oddball,ok,,640.0,148,148,146,0,122,24
L1675,oddball,ok,,644.0,146,146,145,0,122,23
L1676,oddball,ok,,639.0,148,148,126,0,103,23
L1689,oddball,ok,,641.0,149,149,146,0,121,25
L1697,oddball,ok,,640.0,147,147,143,0,120,23
L1699,oddball,ok,,650.0,142,142,83,0,71,12
L1702,oddball,ok,,646.0,145,145,136,0,112,24
L1707,oddball,ok,,640.0,148,148,132,0,109,23
L171,oddball,ok,,655.0,142,142,126,0,107,19
L1712,oddball,ok,,646.0,144,144,137,0,115,22
L1714,oddball,ok,,648.0,142,142,108,0,86,22
L1715,oddball,ok,,641.0,147,147,134,0,112,22
L1725,oddball,ok,,639.0,148,148,124,0,102,22
L1726,oddball,ok,,639.0,148,148,126,0,103,23
L1736,oddball,ok,,639.0,149,149,136,0,113,23
L174,oddball,ok,,639.0,146,146,135,0,112,23
L1748,oddball,ok,,645.0,149,149,138,0,117,21
L1776,oddball,ok,,644.0,147,147,136,0,114,22
L178,oddball,ok,,643.0,146,146,140,0,117,23
L1802,oddball,ok,,642.0,145,145,143,0,118,25
L1806,oddball,ok,,639.0,149,149,146,0,121,25
L1809,oddball,ok,,647.0,146,146,137,0,115,22
L1811,oddball,ok,,641.0,148,148,138,0,115,23
L1817,oddball,ok,,676.0,145,145,139,0,119,20
L1818,oddball,ok,,646.0,146,146,145,0,121,24
L1822,oddball,ok,,647.0,143,143,139,0,115,24
L1833,oddball,ok,,634.0,150,150,148,0,123,25
L184,oddball,ok,,641.0,150,150,134,0,112,22
L1856,oddball,ok,,693.0,148,148,127,0,105,22
L1858,oddball,ok,,654.0,145,145,132,0,113,19
L1868,oddball,ok,,654.0,149,149,149,0,124,25
L1872,oddball,ok,,672.0,148,148,148,0,123,25
L1897,oddball,ok,,644.0,146,146,125,0,106,19
L1899,oddball,ok,,653.0,144,144,126,0,105,21
L190,oddball,ok,,649.0,146,146,130,0,110,20
L1905,oddball,ok,,644.0,147,147,130,0,107,23
L196,oddball,ok,,649.0,141,141,138,0,115,23
L202,oddball,ok,,642.0,146,146,140,0,119,21
L214,oddball,ok,,735.0,147,147,146,0,121,25
L216,oddball,ok,,641.0,149,149,126,0,104,22
L227,oddball,ok,,646.0,145,145,143,0,120,23
L24,oddball,ok,,635.0,148,148,140,0,117,23
L247,oddball,ok,,643.0,147,147,131,0,109,22
L249,oddball,ok,,644.0,144,144,113,0,96,17
L2518,oddball,ok,,642.0,147,147,111,0,91,20
L2521,oddball,ok,,638.0,150,150,116,0,99,17
L2528,oddball,ok,,653.0,149,149,145,0,121,24
L2535,oddball,ok,,645.0,141,141,116,0,96,20
L2539,oddball,ok,,640.0,149,149,135,0,112,23
L2542,oddball,ok,,639.0,148,148,131,0,109,22
L2550,oddball,ok,,644.0,141,141,125,0,105,20
L2558,oddball,ok,,617.0,147,147,147,0,123,24
L2561,oddball,ok,,724.0,142,142,75,0,59,16
L2563,oddball,ok,,628.0,143,143,138,0,115,23
L257,oddball,ok,,646.0,147,147,43,0,34,9
L2573,oddball,ok,,698.0,149,149,144,0,119,25
L2576,oddball,ok,,638.0,149,149,147,0,122,25
L2598,oddball,ok,,639.0,149,149,140,0,117,23
L2604,oddball,ok,,654.0,147,147,114,0,93,21
L2613,oddball,ok,,649.0,147,147,140,0,117,23
L2624,oddball,ok,,644.0,147,147,142,0,119,23
L2633,oddball,ok,,639.0,148,148,146,0,122,24
L2634,oddball,ok,,645.0,146,146,146,0,123,23
L2640,oddball,ok,,654.0,148,148,139,0,117,22
L2656,oddball,ok,,645.0,143,143,120,0,100,20
L2658,oddball,ok,,641.0,147,147,143,0,119,24
L2663,oddball,ok,,644.0,146,146,146,0,121,25
L2667,oddball,ok,,641.0,149,149,136,0,115,21
L2668,oddball,ok,,644.0,147,147,145,0,121,24
L2671,oddball,ok,,644.0,147,147,139,0,117,22
L2685,oddball,ok,,644.0,143,143,124,0,102,22
L2686,oddball,ok,,650.0,147,147,147,0,122,25
L2693,oddball,ok,,666.0,147,147,118,0,96,22
L2706,oddball,ok,,646.0,144,144,99,0,81,18
L2707,oddball,ok,,637.0,149,149,141,0,120,21
L2714,oddball,ok,,644.0,147,147,62,0,56,6
L2717,oddball,ok,,639.0,148,148,146,0,122,24
L2726,oddball,ok,,671.0,149,149,143,0,119,24
L2731,oddball,ok,,639.0,149,149,142,0,118,24
L2732,oddball,ok,,654.0,148,148,141,0,118,23
L2745,oddball,ok,,655.0,136,136,136,0,115,21
L2759,oddball,ok,,644.0,144,144,142,0,119,23
L277,oddball,ok,,635.0,150,150,129,0,109,20
L2770,oddball,ok,,643.0,145,145,145,0,122,23
L2775,oddball,ok,,638.0,147,147,144,0,121,23
L2794,oddball,ok,,645.0,146,146,146,0,121,25
L2801,oddball,ok,,638.0,148,148,105,0,88,17
L2807,oddball,ok,,640.0,149,149,142,0,119,23
L2814,oddball,ok,,646.0,149,149,149,0,124,25
L2824,oddball,ok,,648.0,144,144,141,0,116,25
L2825,oddball,ok,,637.0,148,148,147,0,122,25
L283,oddball,ok,,675.0,147,147,96,0,79,17
L2847,oddball,ok,,641.0,148,148,140,0,115,25
L2848,oddball,ok,,639.0,149,149,147,0,125,22
L2850,oddball,ok,,643.0,146,146,144,0,120,24
L286,oddball,ok,,641.0,145,145,145,0,120,25
L2866,oddball,ok,,642.0,146,146,143,0,121,22
L2870,oddball,ok,,644.0,144,144,137,0,114,23
L2883,oddball,ok,,642.0,147,147,145,0,121,24
L2891,oddball,ok,,638.0,149,149,118,0,93,25
L2894,oddball,ok,,636.0,149,149,148,0,123,25
L2909,oddball,ok,,651.0,144,144,128,0,104,24
L2915,oddball,ok,,644.0,145,145,114,0,96,18
L2916,oddball,ok,,638.0,149,149,136,0,111,25
L2919,oddball,ok,,639.0,148,148,126,0,104,22
L2922,oddball,ok,,640.0,148,148,146,0,122,24
L2931,oddball,ok,,642.0,148,148,59,0,47,12
L2933,oddball,ok,,644.0,144,144,125,0,103,22
L2965,oddball,ok,,651.0,141,141,129,0,108,21
L2986,oddball,ok,,639.0,147,147,143,0,119,24
L2995,oddball,ok,,647.0,143,143,87,0,69,18
L2999,oddball,ok,,638.0,148,148,135,0,112,23
L300,oddball,ok,,640.0,148,148,123,0,102,21
L3010,oddball,ok,,640.0,147,147,108,0,91,17
L3025,oddball,ok,,642.0,147,147,132,0,111,21
L3053,oddball,ok,,639.0,148,148,148,0,124,24
L3072,oddball,ok,,642.0,149,149,145,0,120,25
L3082,oddball,ok,,641.0,147,147,65,0,53,12
L3098,oddball,ok,,640.0,148,148,116,0,97,19
L3106,oddball,ok,,642.0,147,147,139,0,114,25
L3107,oddball,ok,,640.0,148,148,131,0,112,19
L3129,oddball,ok,,641.0,148,148,129,0,106,23
L3132,oddball,ok,,672.0,144,144,127,0,106,21
L3163,oddball,ok,,638.0,149,149,98,0,80,18
L319,oddball,ok,,636.0,148,148,131,0,108,23
L3196,oddball,ok,,639.0,149,149,132,0,109,23
L32,oddball,ok,,637.0,149,149,148,0,123,25
L323,oddball,ok,,642.0,145,145,137,0,113,24
L3236,oddball,ok,,642.0,148,148,112,0,91,21
L324,oddball,ok,,638.0,149,149,140,0,116,24
L336,oddball,ok,,650.0,146,146,126,0,104,22
L3409,oddball,ok,,644.0,149,149,149,0,124,25
L3415,oddball,ok,,654.0,148,148,145,0,120,25
L3443,oddball,ok,,640.0,147,147,145,0,120,25
L3444,oddball,ok,,642.0,147,147,119,0,101,18
L3447,oddball,ok,,639.0,146,146,135,0,112,23
L3453,oddball,ok,,613.0,150,150,126,0,102,24
L346,oddball,ok,,636.0,149,149,64,0,54,10
L3486,oddball,ok,,643.0,145,145,144,0,119,25
L3502,oddball,ok,,671.0,138,138,125,0,105,20
L3514,oddball,ok,,641.0,147,147,145,0,120,25
L3516,oddball,ok,,669.0,149,149,114,0,96,18
L3536,oddball,ok,,709.0,149,149,149,0,124,25
L3540,oddball,ok,,646.0,148,148,147,0,122,25
L3542,oddball,ok,,634.0,150,150,140,0,116,24
L3550,oddball,ok,,643.0,120,120,120,0,100,20
L3551,oddball,ok,,639.0,149,149,148,0,123,25
L3562,oddball,ok,,642.0,150,150,105,0,88,17
L3563,oddball,ok,,645.0,150,150,150,0,125,25
L3565,oddball,ok,,631.0,150,150,146,0,123,23
L3566,oddball,ok,,654.0,147,147,140,0,120,20
L3567,oddball,ok,,676.0,145,145,89,0,75,14
L3571,oddball,ok,,660.0,148,148,146,0,122,24
L3584,oddball,ok,,693.0,147,147,146,0,122,24
L3587,oddball,ok,,643.0,142,142,137,0,116,21
L3598,oddball,ok,,641.0,149,149,147,0,123,24
L3605,oddball,ok,,665.0,150,150,150,0,125,25
L3636,oddball,ok,,645.0,147,147,129,0,109,20
L3639,oddball,ok,,627.0,150,150,129,0,107,22
L3640,oddball,ok,,636.0,150,150,147,0,122,25
L3645,oddball,ok,,637.0,149,149,149,0,124,25
L3658,oddball,ok,,641.0,148,148,134,0,111,23
L3661,oddball,ok,,637.0,148,148,148,0,124,24
L3685,oddball,ok,,639.0,148,148,147,0,122,25
L3686,oddball,ok,,682.0,149,149,149,0,124,25
L3698,oddball,ok,,645.0,149,149,141,0,117,24
L3707,oddball,ok,,639.0,148,148,114,0,93,21
L3709,oddball,ok,,636.0,148,148,146,0,121,25
L3711,oddball,ok,,636.0,146,146,144,0,120,24
L3713,oddball,ok,,646.0,147,147,106,0,87,19
L3714,oddball,ok,,636.0,148,148,144,0,120,24
L3716,oddball,ok,,660.0,149,149,131,0,107,24
L3724,oddball,ok,,637.0,148,148,146,0,122,24
L3731,oddball,ok,,698.0,148,148,146,0,122,24
L3737,oddball,ok,,637.0,149,149,138,0,117,21
L3738,oddball,ok,,637.0,149,149,149,0,124,25
L3947,oddball,ok,,645.0,148,148,83,0,70,13
L3957,oddball,ok,,660.0,127,127,94,0,78,16
L3968,oddball,ok,,743.0,148,148,137,0,113,24
L3977,oddball,ok,,635.0,150,150,146,0,121,25
L3978,oddball,ok,,639.0,147,147,91,0,70,21
L3983,oddball,ok,,639.0,150,150,132,0,112,20
L3984,oddball,ok,,636.0,150,150,148,0,124,24
L3986,oddball,ok,,642.0,147,147,133,0,114,19
L3999,oddball,ok,,645.0,144,144,126,0,102,24
L4007,oddball,ok,,645.0,147,147,140,0,118,22
L4010,oddball,ok,,992.0,210,210,176,0,147,29
L4014,oddball,ok,,637.0,150,150,127,0,106,21
L4020,oddball,ok,,641.0,149,149,114,0,92,22
L4059,oddball,ok,,644.0,148,148,147,0,124,23
L4072,oddball,ok,,639.0,150,150,78,0,65,13
L4073,oddball,ok,,636.0,150,150,107,0,92,15
L4077,oddball,ok,,652.0,148,148,120,0,99,21
L4094,oddball,ok,,642.0,150,150,144,0,120,24
L4099,oddball,ok,,638.0,150,150,149,0,124,25
L4102,oddball,ok,,649.0,150,150,94,0,76,18
L4108,oddball,ok,,637.0,149,149,117,0,97,20
L4119,oddball,ok,,652.0,149,149,132,0,109,23
L417,oddball,ok,,639.0,148,148,116,0,95,21
L4195,oddball,ok,,643.0,149,149,147,0,123,24
L4200,oddball,ok,,643.0,147,147,116,0,98,18
L4212,oddball,ok,,649.0,149,149,137,0,114,23
L4222,oddball,ok,,643.0,144,144,130,0,111,19
L4225,oddball,ok,,654.0,134,134,103,0,86,17
L4227,oddball,ok,,500.0,117,117,114,0,94,20
L4232,oddball,ok,,666.0,150,150,121,0,100,21
L4239,oddball,ok,,639.0,148,148,114,0,99,15
L4246,oddball,ok,,768.0,82,82,73,0,60,13
L4275,oddball,ok,,645.0,147,147,133,0,110,23
L4280,oddball,ok,,636.0,150,150,147,0,122,25
L4285,oddball,ok,,646.0,146,146,135,0,110,25
L4294,oddball,ok,,725.0,139,139,137,0,115,22
L4305,oddball,ok,,894.0,120,120,120,0,100,20
L4308,oddball,ok,,635.0,150,150,126,0,104,22
L4321,oddball,ok,,653.0,141,141,136,0,113,23
L4326,oddball,ok,,670.0,120,120,115,0,95,20
L4334,oddball,ok,,639.0,150,150,65,0,60,5
L4338,oddball,ok,,638.0,147,147,145,0,122,23
L4343,oddball,ok,,653.0,150,150,140,0,115,25
L4352,oddball,ok,,644.0,148,148,134,0,112,22
L4353,oddball,ok,,642.0,149,149,149,0,124,25
L4354,oddball,ok,,652.0,140,140,135,0,113,22
